publishedAt,source,title,description,url,vader_compound
2025-08-15T23:59:59Z,ABC News (AU),"After his wife died, Graeme Davidson went home to burn documents, court records allege",Court documents detail the movements of Graeme Davidson in the days after his wife Jacqueline died in 2020.,https://www.abc.net.au/news/2025-08-16/qld-court-documents-murder-charge-graeme-davidson/105661132,-0.802
2025-08-15T23:16:10Z,Detroit Free Press,"Mega-athlete C.J. Sadler, No. 1 recruit in Michigan, picks North Carolina over Wolverines","Corey Sadler Jr., who goes by C.J. Sadler, announced his recruiting decision by committing to North Carolina. He's a WR/DB for Detroit Cass Tech.",https://www.freep.com/story/sports/high-school/2025/08/15/cj-sadler-recruiting-north-carolina-michigan/85540499007/,-0.2263
2025-08-15T23:16:10Z,Yahoo Entertainment,"Mega-athlete C.J. Sadler, No. 1 recruit in Michigan, picks North Carolina over Wolverines","Corey Sadler Jr., who goes by C.J. Sadler, announced his recruiting decision by committing to North Carolina. He's a WR/DB for Detroit Cass Tech.",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a54fa197-d533-4304-8ed8-b7f94b3b538f,-0.2263
2025-08-15T23:03:20Z,7NEWS.com.au,"Gen Z: Bangkok, Melbourne, New York, London the best cities in the world for 20-somethings","Nearly four in five young Melburnians described their city as diverse and inclusive, and an impressive 96 per cent praised its art and culture scene.",https://7news.com.au/news/gen-z-the-best-cities-in-the-world-to-explore-for-the-20-somethings-c-19693545,0.8934
2025-08-15T23:00:13Z,Screen Rant,Top 3 HBO Max Original Series to Stream This Weekend,"Discover the best HBO Max original series to binge-watch this weekend, featuring shows like How To With John Wilson, Winning Time, &amp; The White Lotus.",https://screenrant.com/best-shows-to-binge-on-hbo-max-this-weekend-august-15/,0.9382
2025-08-15T22:52:00Z,esquire.com,"Gavin Newsom Is Going Full Trump-Mode, but It’s Actually a Good Thing",The California governor is certainly trying something new to push back against the MAGA horde.,https://www.esquire.com/news-politics/politics/a65794624/gavin-newsom-trump-tweets/,0.7876
2025-08-15T22:40:55Z,Daily Signal,EXCLUSIVE: What Alaska’s Governor Expects From Trump-Putin Summit,"FIRST ON DAILY SIGNAL—Reports that the Trump administration might strike a deal granting Russia access to Alaskan minerals are “fake news,” Alaska Gov. Mike Dunleavy... Read More
The post EXCLUSIVE: What Alaska’s Governor Expects From Trump-Putin Summit appea…",https://www.dailysignal.com/2025/08/15/exclusive-what-alaskas-governor-expects-trump-putin-summit/,0.6447
2025-08-15T22:34:04Z,CNA,"Meta plans fourth restructuring of AI efforts in six months, The Information reports","Meta is planning its fourth overhaul of artificial intelligence efforts in six months, The Information reported on Friday, citing three people familiar with the matter.The company is expected to divide its new AI unit, Superintelligence Labs, into four groups…",https://www.channelnewsasia.com/business/meta-plans-fourth-restructuring-ai-efforts-in-six-months-information-reports-5297481,0.4767
2025-08-15T22:34:04Z,AOL,"Meta plans fourth restructuring of AI efforts in six months, The Information reports","The company is expected to divide its new AI unit, Superintelligence Labs, into four groups: a new ""TBD Lab,"" short for to be determined; a products team inc...",https://www.aol.com/news/meta-plans-fourth-restructuring-ai-223404033.html,0.34
2025-08-15T22:34:04Z,Yahoo Entertainment,"Meta plans fourth restructuring of AI efforts in six months, The Information reports","The company is expected to divide its new AI unit, Superintelligence Labs, into four groups: a new ""TBD Lab,"" short for to be determined; a products team...",https://finance.yahoo.com/news/meta-plans-fourth-restructuring-ai-223404105.html,0.34
2025-08-15T22:32:26Z,BBC News,"An artist on the run, an exhibition censored: How China tried to silence a Thai art show","The show which contained works by Tibetan, Uyghur and Hong Kong artists has since been censored.",https://www.bbc.com/news/articles/cj6yx71565jo,-0.296
2025-08-15T22:29:59Z,Lesswrong.com,SE Gyges' response to AI-2027,"Published on August 15, 2025 9:54 PM GMTLike Daniel Kokotajlo's coverage of Vitalik's response to AI-2027, I've copied the author's text. However, I would like to comment upon potential errors right in the text, since it would be clearer.AI 2027
 is a web si…",https://www.lesswrong.com/posts/g5hWKtSYP3pq7urcw/se-gyges-response-to-ai-2027,0.0258
2025-08-15T21:56:58Z,Financial Post,Mexico and Guatemala presidents meet face-to-face for the first time to talk key regional projects,"GUATEMALA CITY (AP) — From mounting cartel violence, border security and a mega project to extend a controversial train line across their borders, the presidents of Mexico and Guatemala talked common goals and concerns in their first face-to-face meeting on F…",https://financialpost.com/pmn/mexico-and-guatemala-presidents-meet-face-to-face-for-the-first-time-to-talk-key-regional-projects,-0.4215
2025-08-15T21:54:25Z,Decrypt,Why Digital Currency Group Is Suing Its Own Subsidiary Over $1.1 Billion Loan,"Digital Currency Group has sued its subsidiary, crypto lender Genesis, in the latest twist of a saga that's been unfolding since 2022.",https://decrypt.co/335551/why-digital-currency-group-suing-subsidiary-over-1-1-billion-loan,-0.2732
2025-08-15T21:54:00Z,Yahoo Entertainment,Mexico and Guatemala presidents meet face-to-face for the first time to talk key regional projects,"From mounting cartel violence, border security and a mega project to extend a controversial train line across their borders, the presidents of Mexico and...",https://www.yahoo.com/news/articles/mexico-guatemala-presidents-meet-face-215400502.html,-0.4215
2025-08-15T21:38:04Z,Kotaku,Kotaku’s Weekend Guide: 5 Great Games We Can’t Wait To Get Back To,"This weekend we’re jumping into pixely roguelikes, surreal retro-style RPGs, gloomy horror, adorable puzzles, and college football 
The post Kotaku’s Weekend Guide: 5 Great Games We Can’t Wait To Get Back To appeared first on Kotaku.",https://kotaku.com/kotaku-games-to-play-ovis-loop-off-silent-hill-football-26-2000618113,0.7964
2025-08-15T21:38:01Z,Rlsbb.cc,Ghost House 2017 1080p AMZN WEB-DL H264-GPRS,Awards 1 nomination total See more awards » Plot: A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House. Genre: Horror | ThrillerIMDB Rating Live: IMDB Rating:…,https://post.rlsbb.cc/ghost-house-2017-1080p-amzn-web-dl-h264-gprs/,-0.2516
2025-08-15T21:35:14Z,Rlsbb.ru,Ghost House 2017 1080p AMZN WEB-DL H264-GPRS,Awards 1 nomination total See more awards » Plot: A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House. Genre: Horror | ThrillerIMDB Rating Live: IMDB Rating:…,https://post.rlsbb.ru/ghost-house-2017-1080p-amzn-web-dl-h264-gprs/,-0.2516
2025-08-15T21:00:41Z,Defense One,Trump aims to foster space industry by cutting environmental regulation,"Experts expect the new executive order to benefit SpaceX, as well as its competitors.",https://www.defenseone.com/policy/2025/08/trump-order-seeks-ease-regulation-boost-space-launches/407499/,0.5574
2025-08-15T20:41:39Z,The Daily Caller,Watch As Trump Shows Off America’s Military Might To Putin With Fighter Jet Flyover,President Donald Trump welcomed Russian President Vladimir Putin for an Alaska summit with a flyover of military aircraft including a B-2A Spirit bomber.,https://dailycaller.com/2025/08/15/watch-as-trump-shows-off-americas-military-might-to-putin-with-military-flyover/,0.5719
2025-08-15T20:37:00Z,GameSpot,The Classic Mega Man Animated Series Releases On Blu-Ray This Fall,"Mega Man: The Complete Series (Blu-ray) 
 $50 
Preorder at Amazon Preorder at Crunchyroll 
The '90s animated series based on Capcom's beloved Mega Man franchise is finally coming to Blu-ray this fall. Mega Man: The Complete Series joins Discotek's lineup o…",https://www.gamespot.com/articles/mega-man-animated-series-blu-ray-discotek-classic-video-game-cartoons/1100-6533981/,0.6124
2025-08-15T20:29:55Z,Thebulkheadseat.com,Small Luxury Hotels of the World (SLH) Launches Wellbeing Collection on International Relaxation Day,"Small Luxury Hotels of the World (SLH) is celebrating International Relaxation Day with its…
The post Small Luxury Hotels of the World (SLH) Launches Wellbeing Collection on International Relaxation Day appeared first on The Bulkhead Seat.",https://thebulkheadseat.com/small-luxury-hotels-of-the-world-slh-launches-wellbeing-collection-on-international-relaxation-day/,0.9313
2025-08-15T20:20:00Z,Techpinions.com,Powerball jackpot soars to $565 million—next draw could make history,"The Powerball jackpot has climbed to a staggering $565 million after no winner emerged from Wednesday night’s drawing. The winning numbers were 4, 11, 40, 44, 50, and the red Powerball number 4.  The POWERBALL jackpot is at $526 million! Like this post if y…",https://techpinions.com/powerball-jackpot-soars-to-565-million-next-draw-could-make-history/,0.8439
2025-08-15T20:18:25Z,Yahoo Entertainment,The NBA will have nationally televised games every day of the week,In today's edition: The NBA's 2025-26 unveiled; WNBA wards watch; and Milwaukee's free hamburgers.,https://sports.yahoo.com/nba/article/the-nba-will-have-nationally-televised-games-every-day-of-the-week-201825509.html,0.5106
2025-08-15T20:14:36Z,Slashdot.org,"Supercomputer predicts where Arsenal, Liverpool, Chelsea and Manchester United will finish in 2025-26 Premier League season - Sportskeeda","Supercomputer predicts where Arsenal, Liverpool, Chelsea and Manchester United will finish in 2025-26 Premier League seasonSportskeeda Premier League 2025-26 mega-preview: Key stats, questions, predictions for all 20 teamsESPN Premier League Predictions: Live…",https://slashdot.org/firehose.pl?op=view&amp;id=178695160,0.6808
2025-08-15T20:11:24Z,ZyCrypto,Cardano’s Half-Day Chart Hints at Mega Eruption — Is a New All-Time High Attainable?,"Cardano (ADA) is primed for a breakout as depicted in its half-day chart, as observed by crypto analyst Ali Chart.",https://zycrypto.com/cardanos-half-day-chart-hints-at-mega-eruption-is-a-new-all-time-high-attainable/,0.0
2025-08-15T20:06:49Z,Bravo,Captain Jason Chambers Details RHOSLC Cameo & Life Today,Captain Jason Chambers is sharing new details on his upcoming cameo on RHOSLC Season 6. Read on for more about his life today.,https://www.bravotv.com/the-daily-dish/captain-jason-chambers-teases-rhoslc-season-6-appearance-life-updates-august-2025,0.4215
2025-08-15T20:00:00Z,Discover Magazine,Early Accounts of Whales and Manatees May Have Inspired Mermaid Folklore,Learn more about early marine animal witness accounts that likely fed mermaid and other sea monster legends.,https://www.discovermagazine.com/early-accounts-of-whales-and-manatees-may-have-inspired-mermaid-folklore-47925,0.4939
2025-08-15T19:42:53Z,The Times of India,Next round of India-Asean goods pact review in Oct,"India and Asean will hold the next round of AITIGA review talks in Jakarta on October 6-7, aiming to enhance the agreement's effectiveness and trade facilitation. Bilateral trade reached $123 billion in FY25, highlighting strong economic ties. India and Singa…",https://economictimes.indiatimes.com/news/economy/foreign-trade/next-round-of-india-asean-goods-pact-review-in-oct/articleshow/123326460.cms,0.5719
2025-08-15T19:29:07Z,Forbes,Arthur Clarke Resurrected Via ChatGPT To Design Human Colonies On Mars,"To transform Mars into a new bioengineered Eden for human colonists, scientists have resurrected sci-fi juggernaut Arthur Clarke as ArthurGPT to map out the mega-mission.",https://www.forbes.com/sites/kevinholdenplatt/2025/08/15/arthur-clarke-resurrected-via-chatgpt-to-design-human-colonies-on-mars/,0.0
2025-08-15T19:07:00Z,ABC News (AU),Thailand and Cambodia's border clash turns into misinformation war,A deadly border clash between Thailand and Cambodia has devolved into a fierce online propaganda war with fake news flying on both sides.,https://www.abc.net.au/news/2025-08-16/thailand-cambodia-border-clash-misinformation-propaganda-war/105652836,-0.9349
2025-08-15T19:05:05Z,Southernsavers.com,Target Weekly Ad: 8/17-8/23,"Head to your store starting Sunday, 8/17 to find these deals from the new Target weekly ad! Get 20% off select bath decor, 30% off uniform polos, and more. Gift Card Deals $15 Target Gift Card WYB $50 on Select Household Essentials Up & Up Make A Size Paper T…",https://www.southernsavers.com/target-weekly-ad-817-823/,0.7703
2025-08-15T19:04:50Z,CleanTechnica,Petrostates Blow Up UN Plastics Conference,"Plastics were the topic at a UN conference in Geneva last week, but no progress was made thanks to opposition from petrostates. 
The post Petrostates Blow Up UN Plastics Conference appeared first on CleanTechnica.",https://cleantechnica.com/2025/08/15/petrostates-blow-up-un-plastics-conference/,0.6956
2025-08-15T18:40:13Z,The Times of India,"Hillary Clinton stuns, says she would back Trump for Nobel Prize if he pulls off this big move",Hillary Clinton said she might nominate Donald Trump for the Nobel Peace Prize if he can bring peace between Russia and Ukraine without letting Russia take Ukrainian land. She spoke on a podcast about the Alaska meeting with Putin. Trump has long hoped for th…,https://economictimes.indiatimes.com/news/international/us/hillary-clinton-stuns-says-she-would-back-trump-for-nobel-prize-if-he-pulls-off-this-big-move/articleshow/123325826.cms,0.946
2025-08-15T18:39:25Z,Page Six,A$AP Rocky copies Rihanna’s outfit — tie and all — on ‘Highest 2 Lowest’ premiere red carpet,The rapper recently admitted to stealing his girlfriend's clothes.,https://pagesix.com/2025/08/15/style/aap-rocky-copies-one-of-rihannas-recent-outfits-for-highest-2-lowest-premiere/,-0.5106
2025-08-15T18:39:00Z,GoNintendo,"Bubsy in: The Purrfect Collection physical release revealed for Switch, digital launch set for Sept. 9th, 2025 (UPDATE)",This kitty's got claws!,https://gonintendo.com/contents/51657-bubsy-in-the-purrfect-collection-physical-release-revealed-for-switch-digital-launch,0.0
2025-08-15T18:38:09Z,The-independent.com,Dan Ziskie death: House of Cards and Treme actor dies at 80,Ziskie played Vice President Jim Mathews on Netflix’s ‘House of Cards’,https://www.the-independent.com/arts-entertainment/tv/news/dan-ziskie-death-house-of-cards-actor-cause-b2808585.html,-0.3612
2025-08-15T18:26:04Z,The Times of India,Michael Jordan spotted in rare public outing as fans get a glimpse of his private mega yacht life,"Michael Jordan, at 62, recently spent time on his private yacht. His son, Marcus Jordan, shared photos on Instagram. The images show Jordan in relaxed moments, smoking cigars and talking on the phone. He wore black clothes and his signature Jordans. Fans admi…",https://timesofindia.indiatimes.com/sports/nba/top-stories/michael-jordan-spotted-in-rare-public-outing-as-fans-get-a-glimpse-of-his-private-mega-yacht-life/articleshow/123325824.cms,0.6808
