publishedAt,source,title,description,url,vader_compound
2025-08-16T08:00:00Z,Ra.co,RA Pro Newsletter: Dance music finally joins catalogue frenzy,"Buyers of music rights have long shunned electronic genres in favour of classic rock. Now, they're interested in EDM and classic house. What changed?",https://ra.co/news/83404,0.5106
2025-08-16T07:40:51Z,ETF Daily News,"MACOM Technology Solutions Holdings, Inc. (NASDAQ:MTSI) Shares Acquired by Charles Schwab Investment Management Inc.","Charles Schwab Investment Management Inc. grew its holdings in MACOM Technology Solutions Holdings, Inc. (NASDAQ:MTSI – Free Report) by 3.8% during the 1st quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commissi…",https://www.etfdailynews.com/2025/08/16/macom-technology-solutions-holdings-inc-nasdaqmtsi-shares-acquired-by-charles-schwab-investment-management-inc/,0.8442
2025-08-16T07:38:09Z,Conicle.com,HR Next move with Ai To Win Workforce Development,"Conicle is a comprehensive Learning Experience Platform that helps organizations create, manage, and deliver effective learning experiences.",https://conicle.com/business/campaign/HR-Next-move-with-Ai-To-Win-Workforce-Development,0.9118
2025-08-16T07:01:29Z,The Times of India,"Delhi ISKCON temple orders exotic orchids from Thailand, roses from Bengaluru and Pune for Janmashtami","The ISKCON Temple in East of Kailash will celebrate Sri Krishna Janmashtami on August 16. The temple will be adorned with flowers from India and abroad. Deities will wear special garments. Celebrations include aartis, mahabhishek, and offering of food. Devote…",https://economictimes.indiatimes.com/news/new-updates/delhi-iskcon-temple-orders-exotic-orchids-from-thailand-roses-from-bengaluru-and-pune-for-janmashtami/articleshow/123330462.cms,0.802
2025-08-16T06:45:52Z,New York Post,"Senior, 76, died while trying to meet Meta AI chatbot ‘Big sis Billie’ — which he thought was real woman living in NYC","""For a bot to say 'Come visit me' is insane,"" his grieving daughter said.",https://nypost.com/2025/08/16/us-news/nj-senior-died-trying-to-meet-meta-ai-chatbot-big-sis-billie/,-0.7845
2025-08-16T06:28:00Z,The Star Online,Thousands participate in ‘Justice for Zara’ rally at Sabah’s Padang Merdeka,KOTA KINABALU: Downtown Padang Merdeka was a sea of black and torchlight as people gathered in solidarity at the Justice for Zara rally on Friday (Aug 15) night. Read full story,https://www.thestar.com.my/news/nation/2025/08/16/thousands-participate-in-justice-for-zara-rally-at-sabahs-padang-merdeka,0.6808
2025-08-16T06:19:00Z,The Star Online,"World recognises Malaysia's role in Thai-Cambodia peace efforts, says PM Anwar","LARUT: Malaysia's role as Asean Chair in facilitating reconciliation efforts between Thailand and Cambodia following recent border tensions has been recognised internationally, says Prime Minister Datuk Seri Anwar Ibrahim. Read full story",https://www.thestar.com.my/news/nation/2025/08/16/world-recognises-malaysia039s-role-in-thai-cambodia-peace-efforts-says-pm-anwar,0.2023
2025-08-16T06:01:01Z,ETF Daily News,Financial Contrast: Straumann (OTCMKTS:SAUHY) versus Lifevantage (NASDAQ:LFVN),"Straumann (OTCMKTS:SAUHY – Get Free Report) and Lifevantage (NASDAQ:LFVN – Get Free Report) are both medical companies, but which is the superior stock? We will contrast the two companies based on the strength of their valuation, earnings, analyst recommendat…",https://www.etfdailynews.com/2025/08/16/financial-contrast-straumann-otcmktssauhy-versus-lifevantage-nasdaqlfvn/,0.9239
2025-08-16T05:15:15Z,Biztoc.com,China's streaming companies gain on Netflix in Southeast Asia,"BANGKOK/SHANGHAI -- Chinese streaming services are catching American rivals in the Southeast Asian market, with giants iQiyi and Tencent planning to roll out original productions in Thailand and elsewhere.
Platforms iQiyi, Tencent grow market shares with low …",https://biztoc.com/x/631696f1bbd1824d,0.7003
2025-08-16T04:31:28Z,The Indian Express,"On day of meeting Putin, Trump repeatedly claims he resolved India-Pakistan conflict",New Delhi has been maintaining that India and Pakistan halted their military actions following direct talks between their militaries without any mediation by the US.,https://indianexpress.com/article/world/trump-asserts-he-resolved-india-pakistan-dispute-putin-meeting-10192415/,-0.1531
2025-08-16T04:20:10Z,BusinessLine,"On day of meeting Putin, Trump repeatedly claims he resolved India-Pakistan conflict",India has been consistently maintaining that the understanding on cessation of hostilities with Pakistan was reached following direct talks between the countries,https://www.thehindubusinessline.com/news/world/on-day-of-meeting-putin-trump-repeatedly-claims-he-resolved-india-pakistan-conflict/article69939655.ece,-0.5106
2025-08-16T04:14:08Z,The Times of India,"On day of meeting Putin, Trump repeatedly claims he resolved India-Pakistan conflict",Donald Trump claimed he negotiated an end to the conflict between India and Pakistan during a meeting with Vladimir Putin. Trump stated India and Pakistan were close to nuclear conflict. He also mentioned trade as a tool for resolving international disputes. …,https://economictimes.indiatimes.com/news/india/on-day-of-meeting-putin-trump-repeatedly-claims-he-resolved-india-pakistan-conflict/articleshow/123329018.cms,-0.5719
2025-08-16T04:00:00Z,Americanthinker.com,MSNBC sneers at Trump’s very real peace prizes,"Steve Benen is a producer for the Rachel Maddow show and a columnist on MSNBC’s website, so we don’t expect a lot from him, but even this is too stupid for words. He asks in a recent article: “Just how far would Trump go in his ques...",https://www.americanthinker.com/blog/2025/08/msnbc_sneers_at_trump_s_very_real_peace_prizes.html,-0.2684
2025-08-16T04:00:00Z,TechRadar,Argentina vs New Zealand streams: How to watch Rugby Championship 2025 rugby live online from anywhere,"Here's how to watch Argentina vs New Zealand live streams online and wherever you are, as the Pumas and All Blacks begin their 2025 Rugby Championship campaigns.",https://www.techradar.com/how-to-watch/rugby/argentina-vs-new-zealand-rugby-championship,0.7003
2025-08-16T04:00:00Z,Americanthinker.com,Miss Universe adds a ‘Miss Palestine’ category,Recognition of Palestine as a state has become popular among some members of the United Nations.  French president Macron and others like him should be aware that a state is more than a wish your heart makes.  An analogy to the Pa...,https://www.americanthinker.com/blog/2025/08/miss_universe_adds_a_miss_palestine_category.html,0.8583
2025-08-16T02:30:39Z,Freerepublic.com,"America Prayer Vigil - August 16, 2025","Join with fellow FREEPERS to pray for AMERICA: For those in Authority in Government, Family, Military, Business, Agri-Business; End to Sex Slavery; Healthcare, Education, Churches, and the Media. This is the confidence we have in approaching God: that if we a…",https://freerepublic.com/focus/f-religion/4334872/posts,0.5267
2025-08-16T01:00:11Z,Al Jazeera English,Indonesians raise anime pirate flag in protest as nation marks independence,A Japanese cartoon pirate flag has been raised across Indonesia as a sign of growing frustration with the government.,https://www.aljazeera.com/news/2025/8/16/indonesians-raise-anime-pirate-flag-in-protest-as-nation-marks-independence,-0.5267
2025-08-15T23:59:59Z,ABC News (AU),"After his wife died, Graeme Davidson went home to burn documents, court records allege",Court documents detail the movements of Graeme Davidson in the days after his wife Jacqueline died in 2020.,https://www.abc.net.au/news/2025-08-16/qld-court-documents-murder-charge-graeme-davidson/105661132,-0.802
2025-08-15T23:03:20Z,7NEWS.com.au,"Gen Z: Bangkok, Melbourne, New York, London the best cities in the world for 20-somethings","Nearly four in five young Melburnians described their city as diverse and inclusive, and an impressive 96 per cent praised its art and culture scene.",https://7news.com.au/news/gen-z-the-best-cities-in-the-world-to-explore-for-the-20-somethings-c-19693545,0.8934
2025-08-15T23:00:13Z,Screen Rant,Top 3 HBO Max Original Series to Stream This Weekend,"Discover the best HBO Max original series to binge-watch this weekend, featuring shows like How To With John Wilson, Winning Time, &amp; The White Lotus.",https://screenrant.com/best-shows-to-binge-on-hbo-max-this-weekend-august-15/,0.9382
2025-08-15T22:52:00Z,esquire.com,"Gavin Newsom Is Going Full Trump-Mode, but It’s Actually a Good Thing",The California governor is certainly trying something new to push back against the MAGA horde.,https://www.esquire.com/news-politics/politics/a65794624/gavin-newsom-trump-tweets/,0.7876
2025-08-15T22:40:55Z,Daily Signal,EXCLUSIVE: What Alaska’s Governor Expects From Trump-Putin Summit,"FIRST ON DAILY SIGNAL—Reports that the Trump administration might strike a deal granting Russia access to Alaskan minerals are “fake news,” Alaska Gov. Mike Dunleavy... Read More
The post EXCLUSIVE: What Alaska’s Governor Expects From Trump-Putin Summit appea…",https://www.dailysignal.com/2025/08/15/exclusive-what-alaskas-governor-expects-trump-putin-summit/,0.6447
2025-08-15T22:32:26Z,BBC News,"An artist on the run, an exhibition censored: How China tried to silence a Thai art show","The show which contained works by Tibetan, Uyghur and Hong Kong artists has since been censored.",https://www.bbc.com/news/articles/cj6yx71565jo,-0.296
2025-08-15T21:38:01Z,Rlsbb.cc,Ghost House 2017 1080p AMZN WEB-DL H264-GPRS,Awards 1 nomination total See more awards » Plot: A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House. Genre: Horror | ThrillerIMDB Rating Live: IMDB Rating:…,https://post.rlsbb.cc/ghost-house-2017-1080p-amzn-web-dl-h264-gprs/,-0.2516
2025-08-15T21:35:14Z,Rlsbb.ru,Ghost House 2017 1080p AMZN WEB-DL H264-GPRS,Awards 1 nomination total See more awards » Plot: A young couple go on an adventurous vacation to Thailand only to find themselves haunted by a malevolent spirit after naively disrespecting a Ghost House. Genre: Horror | ThrillerIMDB Rating Live: IMDB Rating:…,https://post.rlsbb.ru/ghost-house-2017-1080p-amzn-web-dl-h264-gprs/,-0.2516
2025-08-15T20:41:39Z,The Daily Caller,Watch As Trump Shows Off America’s Military Might To Putin With Fighter Jet Flyover,President Donald Trump welcomed Russian President Vladimir Putin for an Alaska summit with a flyover of military aircraft including a B-2A Spirit bomber.,https://dailycaller.com/2025/08/15/watch-as-trump-shows-off-americas-military-might-to-putin-with-military-flyover/,0.5719
2025-08-15T20:29:55Z,Thebulkheadseat.com,Small Luxury Hotels of the World (SLH) Launches Wellbeing Collection on International Relaxation Day,"Small Luxury Hotels of the World (SLH) is celebrating International Relaxation Day with its…
The post Small Luxury Hotels of the World (SLH) Launches Wellbeing Collection on International Relaxation Day appeared first on The Bulkhead Seat.",https://thebulkheadseat.com/small-luxury-hotels-of-the-world-slh-launches-wellbeing-collection-on-international-relaxation-day/,0.9313
2025-08-15T20:00:00Z,Discover Magazine,Early Accounts of Whales and Manatees May Have Inspired Mermaid Folklore,Learn more about early marine animal witness accounts that likely fed mermaid and other sea monster legends.,https://www.discovermagazine.com/early-accounts-of-whales-and-manatees-may-have-inspired-mermaid-folklore-47925,0.4939
2025-08-15T19:42:53Z,The Times of India,Next round of India-Asean goods pact review in Oct,"India and Asean will hold the next round of AITIGA review talks in Jakarta on October 6-7, aiming to enhance the agreement's effectiveness and trade facilitation. Bilateral trade reached $123 billion in FY25, highlighting strong economic ties. India and Singa…",https://economictimes.indiatimes.com/news/economy/foreign-trade/next-round-of-india-asean-goods-pact-review-in-oct/articleshow/123326460.cms,0.5719
2025-08-15T19:07:00Z,ABC News (AU),Thailand and Cambodia's border clash turns into misinformation war,A deadly border clash between Thailand and Cambodia has devolved into a fierce online propaganda war with fake news flying on both sides.,https://www.abc.net.au/news/2025-08-16/thailand-cambodia-border-clash-misinformation-propaganda-war/105652836,-0.9349
2025-08-15T19:04:50Z,CleanTechnica,Petrostates Blow Up UN Plastics Conference,"Plastics were the topic at a UN conference in Geneva last week, but no progress was made thanks to opposition from petrostates. 
The post Petrostates Blow Up UN Plastics Conference appeared first on CleanTechnica.",https://cleantechnica.com/2025/08/15/petrostates-blow-up-un-plastics-conference/,0.6956
2025-08-15T18:40:13Z,The Times of India,"Hillary Clinton stuns, says she would back Trump for Nobel Prize if he pulls off this big move",Hillary Clinton said she might nominate Donald Trump for the Nobel Peace Prize if he can bring peace between Russia and Ukraine without letting Russia take Ukrainian land. She spoke on a podcast about the Alaska meeting with Putin. Trump has long hoped for th…,https://economictimes.indiatimes.com/news/international/us/hillary-clinton-stuns-says-she-would-back-trump-for-nobel-prize-if-he-pulls-off-this-big-move/articleshow/123325826.cms,0.946
2025-08-15T18:00:00Z,Crankyflier.com,"Cranky Weekly Review presented by Oakland San Francisco Bay Airport: Spirit Gasps for Air, Delta’s Mexican JV Does the Same","Book Now on Spirit, While Supplies Last Spirit Airlines said in its recent 10-Q that there’s “substantial doubt” it can survive the next 12 months, which is a another way to warn us for “we might not be here by next summer, so don’t buy gift cards.” The yello…",https://crankyflier.com/2025/08/15/cranky-weekly-review-presented-by-oakland-san-francisco-bay-airport-spirit-gasps-for-air-deltas-mexican-jv-does-the-same/,0.7063
2025-08-15T17:51:50Z,WWD,Pandora Revenues Climb 8 Percent in Q2,"Headed toward being a ""full jewelry brand,"" the company laid out plans to launch a new entry price point collection and add to its lab-grown diamond offerings.",http://wwd.com/accessories-news/jewelry/pandora-financial-second-quarter-2025-1238037540/,0.34
2025-08-15T17:51:50Z,WWD,Pandora Revenues Climb 8 Percent in Q2,"Headed toward being a ""full jewelry brand,"" the company laid out plans to launch a new entry price point collection and add to its lab-grown diamond...",https://wwd.com/accessories-news/jewelry/pandora-financial-second-quarter-2025-1238037540/,0.0
2025-08-15T17:51:08Z,Slickdeals.net,11-Oz CRC Heavy Multi-Use Duty Silicone Lubricant $2.95,"Amazon has 11-Oz CRC Heavy Multi-Use Duty Silicone Lubricant on sale for $2.97. Shipping is free with Prime or on $35+ orders.

Walmart has 11-Oz CRC Heavy Multi-Use Duty Silicone Lubricant on sale",https://slickdeals.net/f/18532426-11-oz-crc-heavy-multi-use-duty-silicone-lubricant-2-97-free-shipping-w-prime-or-on-35,0.6124
2025-08-15T17:15:02Z,POPSUGAR,"The ""Backpacking Effect"" Is Healing Solo Travelers, Inside and Out","My algorithm never ceases to amaze me. I'm the furthest thing from a ""backpacker."" The thought of having to squish all of my essentials into one bag (I'm a maximalist) and stay in a hostel full of strangers - shared bathrooms are a hard no for me - sounds ter…",https://www.popsugar.com/health/backpacking-effect-tiktok-49453830,-0.4678
2025-08-15T16:00:00Z,The Star Online,Warships berth in Penang for Asean naval gathering,"GEORGE TOWN: Ten warships carrying 1,600 crew members have berthed at Swettenham Pier Cruise Terminal for a week to strengthen regional naval ties. Read full story",https://www.thestar.com.my/news/nation/2025/08/16/warships-berth-in-penang-for-asean-naval-gathering,0.0772
2025-08-15T14:59:26Z,Tom's Hardware UK,"Asus says 90% of PC and motherboard production has been offshored from China to blunt tariffs — manufacturing moved to Thailand, Vietnam, and Indonesia","""Over 90% of our production for these products has already been distributed to these new regions.""",https://www.tomshardware.com/tech-industry/asus-says-90-percent-of-pc-and-motherboard-production-has-been-offshored-from-china-to-blunt-tariffs-manufacturing-moved-to-thailand-vietnam-and-indonesia,0.0
