publishedAt,source,title,description,url,vader_compound
2025-08-13T06:13:42Z,BusinessLine,AIRIA seeks government support to counter US tariffs on rubber products,"“The US tariff on rubber will significantly raise our prices in that market, making us less competitive against countries with lower duties like Vietnam or Thailand,” says Shashi Singh, President of AIRIA",https://www.thehindubusinessline.com/economy/agri-business/airia-seeks-government-support-to-counter-us-tariffs-on-rubber-products/article69923793.ece,0.5279
2025-08-13T05:37:36Z,Paul Tan's Automotive News,2025 Ford Ranger Wildtrak 3.0TD V6 in Malaysia soon?,"A page on the Ford Malaysia website has displayed a teaser of sorts, suggesting the Malaysian arrival of a new Ford Ranger variant, based on the headlamp DRL that is depicted, while a countdown timer […]
The post 2025 Ford Ranger Wildtrak 3.0TD V6 in Malaysia…",https://paultan.org/2025/08/13/2025-ford-ranger-wildtrak-3-0td-v6-in-malaysia-soon/,-0.25
2025-08-13T05:00:59Z,The Indian Express,Our relationship with both India and Pakistan is ‘good’: US,"In an interview on Tuesday, US Secretary of State Marco Rubio said that “credit goes to” Trump for helping bring several conflicts around the world to an end.",https://indianexpress.com/article/india/relationship-india-pakistan-good-united-states-10186090/,-0.1027
2025-08-13T04:54:27Z,Slashdot.org,‘Alien: Earth’ Episodes 1 and 2 Recap: Gross Encounters - The New York Times,"‘Alien: Earth’ Episodes 1 and 2 Recap: Gross EncountersThe New York Times 'Alien: Earth' is one of the best shows so far this yearNPR Filming in Thailand, ‘Alien: Earth’ Imagines a Wetter, Hotter PlanetThe New York Times Review | FX’s ‘Alien: Earth’ delivers …",https://slashdot.org/firehose.pl?op=view&amp;id=178660918,-0.25
2025-08-13T04:48:09Z,CNA,HBO Max and Viu streaming bundle to launch in Southeast Asia later this year,"<![CDATA[ The streaming bundle will offer HBO Max and Viu in a single subscription for subscribers across Indonesia, Malaysia, the Philippines, Singapore and Thailand. ]]>",https://cnalifestyle.channelnewsasia.com/entertainment/hbo-max-viu-bundle-launch-singapore-469691,0.0
2025-08-13T04:33:24Z,The Daily Caller,‘I Have A Hunch’: Gingrich Previews What Could Go Down Between Putin And Trump,"Gingrich predicted Trump could ""walk out"" of the upcoming meeting with Putin if he believes Putin is attempting to ""run a bluff"" on him.",https://dailycaller.com/2025/08/13/newt-gingrich-donald-trump-putin-alaska-meeting/,0.0
2025-08-13T04:30:00Z,GlobeNewswire,"[Latest] Global Canine Orthopedics Market Size/Share Worth USD 945.2 Million by 2034 at a 8.6% CAGR: Custom Market Insights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, Value, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Custom Market Insights, the demand analysis of Global Canine Orthopedics Market size & share revenue was valued at approximately USD 420.2 Million in 2024 and is expected to reach US…",https://www.globenewswire.com/news-release/2025/08/13/3132275/0/en/Latest-Global-Canine-Orthopedics-Market-Size-Share-Worth-USD-945-2-Million-by-2034-at-a-8-6-CAGR-Custom-Market-Insights-Analysis-Outlook-Leaders-Report-Trends-Forecast-Segmentation.html,0.8625
2025-08-13T04:11:29Z,Paul Tan's Automotive News,"KTM, SRT agree to restore Bangkok-Butterworth trains","Keretapi Tanah Melayu (KTM) and the State Railway of Thailand (SRT) have jointly agreed to restore Bangkok-Butterworth services, according to a report by Thailand’s The Nation. The 43rd SRT-KTMB Joint Conference, held in Thailand August […]
The post KTM, SRT …",https://paultan.org/2025/08/13/ktm-srt-agree-to-restore-bangkok-butterworth-trains/,0.7906
2025-08-13T04:03:00Z,The American Conservative,Peace After Conquest,"The Armenia–Azerbaijan peace has unpalatable lessons for everyone.
The post Peace After Conquest appeared first on The American Conservative.",https://www.theamericanconservative.com/?p=576302,0.8885
2025-08-13T04:00:00Z,Americanthinker.com,A Good Candidate for Trump’s Next Peace-Deal Win,"Numerous recent reports are urging President Trump to recognize Somaliland as an independent country.  During his press conference with the presidents of Armenia and Azerbaijan, and his help in brokering their peace, a reporter asked him ab...",https://www.americanthinker.com/articles/2025/08/a_good_candidate_for_trump_s_next_peace_deal_win.html,0.9169
2025-08-13T03:06:19Z,Ibtimes.com.au,'Nobody Else Knew': Allied Prisoners Of War Held In Taiwan,"In a small urban park in Taiwan, more than 4,000 names are etched into a granite wall -- most of them British and American servicemen held by the Japanese during World War II.
The sombre memorial sits on the site of Kinkaseki, a brutal prisoner of war camp ne…",https://www.ibtimes.com.au/nobody-else-knew-allied-prisoners-war-held-taiwan-1860097,-0.9738
2025-08-13T03:06:12Z,International Business Times,'Nobody Else Knew': Allied Prisoners Of War Held In Taiwan,"In a small urban park in Taiwan, more than 4,000 names are etched into a granite wall -- most of them British and American servicemen held by the Japanese during World War II.
The sombre memorial sits on the site of Kinkaseki, a brutal prisoner of war camp ne…",https://www.ibtimes.com/nobody-else-knew-allied-prisoners-war-held-taiwan-3780788,-0.9738
2025-08-13T03:02:17Z,Yahoo Entertainment,'Nobody else knew': Allied prisoners of war held in Taiwan,"In a small urban park in Taiwan, more than 4,000 names are etched into a granite wall -- most of them British and American servicemen held by the Japanese...",https://www.yahoo.com/news/articles/nobody-else-knew-allied-prisoners-030217517.html,-0.802
2025-08-13T03:00:48Z,The Times of India,PM Modi likely to visit New York for UNGA session next month,Narendra Modi may speak at the UNGA in September. The 80th session starts on September 9. Donald Trump will address the session on September 23. Modi is scheduled to speak on September 26. Trade talks between India and the US continue. Trump imposed tariffs o…,https://economictimes.indiatimes.com/news/india/pm-modi-likely-to-visit-new-york-for-unga-session-next-month/articleshow/123270383.cms,-0.0772
2025-08-13T01:04:59Z,Ozbargain.com.au,"Free 200MB of Global Data (102 Countries, eSIM, Data Valid for 3 Days, New Signups Only) @ Heinemann / 1GLOBAL",The Roamless deal is generally the better one however this one from Heinemann (A German retailer) works for 100 countries instead of 51: Countries that the Heinemann eSim covers that Roamless …,https://www.ozbargain.com.au/node/919357,0.7351
2025-08-13T00:33:35Z,New Zealand Herald,"NZ hotel occupancy lags pre-Covid levels, North-South gap widens","In Auckland, 50 of 71 hotels report negative growth.",https://www.nzherald.co.nz/business/companies/tourism/nz-hotel-occupancy-lags-pre-covid-levels-north-south-gap-widens/5GSMCBTT7RFP7AIL5ROLYR3OPA/,-0.5574
2025-08-13T00:24:00Z,CNA,"Singtel logs 14% rise in first-quarter profit on Optus, regional partners' boost","Singapore Telecommunications posted a 14 per cent increase in first-quarter underlying profit on Wednesday (Aug 13), driven by strong results from its Australian unit Optus and contributions from regional associates, including India's Bharti Airtel. Singtel's…",https://www.channelnewsasia.com/business/singtel-q1-2025-profit-14-rise-financial-results-optus-5291751,0.9201
2025-08-13T00:01:39Z,Ozbargain.com.au,"30% OFF Europe/Japan Travel SIMs & 25% OFF All Other SIMs (e.g. USA, Asia 13) from $3 | 3UK EU+UK eSIM Now Available @TravelKon","Hey OzBargainers!  Brr… winter’s really showing off, hey?  Hope you’re all rugged up and keeping warm! If you’re lucky enough to be swapping the cold for some summer sunshine …",https://www.ozbargain.com.au/node/919347,0.8856
2025-08-13T00:00:00Z,Hoover.org,Stephanie P. Garza,"Stephanie P. Garza is a senior United States Foreign Service human resources officer with extensive experience leading HR operations for the largest US diplomatic missions in the world, including Mexico and Thailand. Since joining the Foreign Service in 2010,…",https://www.hoover.org/profiles/stephanie-p-garza,0.4215
2025-08-13T00:00:00Z,National Geographic,How 600-lb. megafish became a collector’s item in Thailand,"The huge fish are dwindling in the wild, but thriving in private homes. Scientists see an opportunity for their recovery.",https://www.nationalgeographic.com/animals/article/megafish-pets-thailand-mekong-giant-catfish-conservation,0.6542
2025-08-12T23:26:10Z,CBM (Comic Book Movie),JURASSIC WORLD REBIRTH Stars Luna Blaise & David Iacono Break Down Being Chased By A T-Rex (Exclusive),"With Jurassic World Rebirth now out on Digital HD, I caught up with stars Luna Blaise and David Iacono to talk about everything from surviving the T-Rex river chase to building that strong family dynamic.",https://comicbookmovie.com/sci_fi/jurassic-park/jurassic-world-rebirth-stars-luna-blaise-david-iacono-break-down-being-chased-by-a-t-rex-exclusive-a223261,0.7964
2025-08-12T22:25:48Z,Biztoc.com,Thailand Set to Cut Rate in Last Meeting Before New Leadership,,https://biztoc.com/x/273b450e665fb1d4,-0.2732
2025-08-12T22:00:00Z,CNA,Can global auto industry giant Thailand shift gears in the age of EVs?,"With the rise of electric vehicles, Thailand has scrambled to adjust to the new realities of fast-shifting production chains and destabilising geopolitics, though observers say it may have turned the corner.",https://www.channelnewsasia.com/asia/thailand-automotive-evs-china-production-tariffs-5284516,0.0
2025-08-12T21:55:12Z,The Denver Post,The Earth is drying out and we need to act urgently (Opinion),"Three-quarters of the global population, or about 6 billion people, live in areas where fresh water has dwindled since 2002. One of the “mega-drying” regions that sprawl across vast stretches of continents -- is in the southwestern United States.",https://www.denverpost.com/2025/08/12/west-drying-out-water-drought-aridification/,0.6249
2025-08-12T21:40:17Z,The Times of India,"Donald Trump trade tariffs: Country-wise, product-specific taxes. Check full list",Donald Trump trade tariffs have change the global business landscape. We have a list of targeted tariffs he has implemented or threatened to put in place.,https://economictimes.indiatimes.com/news/international/us/donald-trump-trade-tariffs-country-wise-product-specific-taxes-check-full-list/articleshow/123266694.cms,-0.4588
2025-08-12T21:02:24Z,Yahoo Entertainment,"Trading Day: World stocks boom, Fed cut looms","Stocks around the world raced to fresh highs on Tuesday, with investors betting that U.S. inflation is tame enough to pave the way for a rate cut next month,...",https://finance.yahoo.com/news/trading-day-world-stocks-boom-210224933.html,-0.3612
2025-08-12T20:24:39Z,CNBC,Food costs remain high—and could rise further with tariffs,"Coffee, eggs and beef are among the staples still seeing big year-over-year price jumps, and new tariffs could keep them elevated.",https://www.cnbc.com/2025/08/12/food-costs-remain-highand-could-rise-further-with-tariffs.html,0.0
2025-08-12T20:04:15Z,The Times of India,"Rambo is back! Sylvester Stallone’s blockbuster gets a prequel, and Netflix’s hottest star is leading it",A new Rambo movie is coming. Noah Centineo will portray a younger John Rambo. The film explores Rambo's Vietnam War days. Sylvester Stallone is not involved in this project. Filming starts in early 2026 in Thailand. The story will focus on Rambo's emotional a…,https://economictimes.indiatimes.com/news/international/us/rambo-is-back-sylvester-stallones-blockbuster-gets-a-prequel-and-netflixs-hottest-star-is-leading-it/articleshow/123266319.cms,0.2244
2025-08-12T19:13:00Z,Eonline.com,"Jeopardy!'s Ken Jennings Weighs in on ""Cringey"" Contestant Interviews","It's no shocker that Ken Jennings is a lifelong Jeopardy! fan.
However, long before he succeeded the late Alex Trebek as the host of the iconic TV game show, the trivia champion admitted he didn't...",https://www.eonline.com/news/1421052/jeopardy-host-ken-jennings-on-cringey-contestant-interviews,0.6229
2025-08-12T19:03:13Z,CNET,'Alien: Earth' Creator Noah Hawley Wants You to Have That 'I'm Out' Feeling Each Week,I chatted with Hawley and cast about the show's biggest themes and why it's a must-watch.,https://www.cnet.com/tech/services-and-software/alien-earth-creator-noah-hawley-wants-you-to-have-that-im-out-feeling-each-week/,0.128
2025-08-12T18:28:29Z,Variety,‘The White Lotus’ Fashion Designer Be Inthavong to Talk at Seriesly Berlin,"The second edition of Seriesly Berlin, an event that focuses on series, running Sept. 15 to 18, will feature an appearance by the fashion designer behind the costumes of the latest season of “The White Lotus.” Laos-born designer Be Inthavong, creative directo…",https://variety.com/2025/tv/global/the-white-lotus-fashion-designer-be-inthavong-seriesly-berlin-1236487482/,0.4404
2025-08-12T18:27:01Z,WWD,On Is Paying 40 Percent on Vietnam Imports to the US: Here’s Why the Brand’s CEO Isn’t Worried,"On CEO Martin Hoffmann said Trump's tariffs has it paying a ""40 percent"" duty for US imports from Vietnam and ""39 percent"" for Indonesian imports.",http://wwd.com/footwear-news/shoe-industry-news/on-martin-hoffman-trumps-tariffs-40-percent-vietnam-1238034337/,-0.296
2025-08-12T18:27:01Z,WWD,On Is Paying 40 Percent on Vietnam Imports to the US: Here’s Why the Brand’s CEO Isn’t Worried,"On CEO Martin Hoffmann said Trump's tariffs has it paying a ""40 percent"" duty for US imports from Vietnam and ""39 percent"" for Indonesian imports.",https://wwd.com/footwear-news/shoe-industry-news/on-martin-hoffman-trumps-tariffs-40-percent-vietnam-1238034337/,-0.296
2025-08-12T18:03:37Z,LADbible,Shane Warne's son speaks out on devastating way he found out dad had died in first interview since,Shane Warne's son Jackson has spoken out about the devastating way he found out his father had died,https://www.ladbible.com/news/sport/shane-warne-dad-death-devastating-interview-australia-cricket-656051-20250812,-0.9501
2025-08-12T18:00:06Z,Thegatewaypundit.com,Scott Jennings Shuts Down Leftists Lying About President Trump’s Record of Peacemaking Around the World (Video),"In just his first 200 days back in the White House, President Trump has brokered peace deals around the world and shows no sign of stopping.
The post Scott Jennings Shuts Down Leftists Lying About President Trump’s Record of Peacemaking Around the World (Vide…",https://www.thegatewaypundit.com/2025/08/scott-jennings-shuts-down-leftists-lying-about-president/,-0.1779
2025-08-12T17:43:53Z,The Times of India,"Go on, give the Don a bone: Why India must nominate Trump for Nobel, and be tough on issues that matter","India denied that Trump had anything to do with the India-Pakistan ceasefire, and this really pissed him off. To recover ground, India must nominate him for the Nobel - for bringing peace to Armenia and Azerbaijan.",https://economictimes.indiatimes.com/opinion/et-commentary/go-on-give-the-don-a-bone-why-india-must-nominate-trump-for-nobel-and-be-tough-on-issues-that-matter/articleshow/123263913.cms,-0.6478
2025-08-12T17:29:11Z,The Atlantic,"The Colors of the World, Seen From the International Space Station","Recent photographs from crew members aboard the ISS show some spectacular views of auroras, moonsets, the Milky Way, and more, seen from from their vantage point in orbit.",https://www.theatlantic.com/photography/archive/2025/08/colors-international-space-station/683844/,0.0258
2025-08-12T16:52:54Z,Barchart.com,Sugar Prices Continue Higher After Reports of Lower Cane Yields in Brazil,"October NY world sugar #11 (SBV25 ) today is up +0.46 (+2.79%), and October London ICE white sugar #5 (SWV25 ) is up +11.30 (+2.38%). NY sugar prices today...",https://www.barchart.com/story/news/34083861/sugar-prices-continue-higher-after-reports-of-lower-cane-yields-in-brazil,-0.296
